Epoch,Train Acc,Test Acc,Train Loss,Test Loss
0,0.53026,0.5897,1.2940155809991878,1.2561274936404854
1,0.71208,0.7237,0.8354779769042632,0.8118207537994598
2,0.77984,0.7308,0.6471209605573006,0.8123597201352684
3,0.8194,0.7931,0.5306656720904456,0.6214839635660854
4,0.85098,0.8154,0.4366666980550141,0.5525992960094834
5,0.8789,0.8127,0.35498651891460575,0.5749980946556448
6,0.90268,0.8307,0.28786471769123106,0.5155101929324123
7,0.923,0.8403,0.2255417831070478,0.5218415530011676
8,0.9374,0.8256,0.18294491629418336,0.6225667429474977
9,0.95058,0.8268,0.14535746286680978,0.6152653282585616
10,0.9577,0.841,0.1253380541499318,0.5707358877879743
11,0.96488,0.8407,0.1027278493808598,0.6266403994240319
12,0.96928,0.844,0.08975866265768949,0.6579988790771213
13,0.97326,0.8416,0.07711962461165436,0.6350174222153406
14,0.97554,0.8476,0.07025032971913539,0.6422144370659376
15,0.97776,0.8385,0.06399267989366675,0.6990045660172408
16,0.98008,0.8435,0.05726591659106805,0.6952275601438821
17,0.98214,0.8402,0.051691115953204206,0.7234000017562994
18,0.9832,0.8499,0.05060352803871122,0.6940940585903848
19,0.98368,0.8467,0.04671403726173168,0.7017103081789261
20,0.98614,0.8439,0.041945661849055384,0.7462931360109165
21,0.98538,0.831,0.04439260941489629,0.8082893033044788
22,0.9875,0.843,0.03834220280538922,0.7161303500112254
23,0.98802,0.8365,0.03621792780533784,0.8171097284284072
24,0.98732,0.8498,0.037516484787708214,0.7605154842626267
25,0.98802,0.8519,0.03445574399128728,0.7263315318824765
26,0.98942,0.8496,0.03253623789473398,0.7089836608808928
27,0.9897,0.8463,0.030394995429081473,0.7332554430650255
28,0.98942,0.8414,0.031145269801842124,0.7405879218532992
29,0.99058,0.8381,0.0279369299749239,0.7974001450803333
30,0.99088,0.8536,0.027222965245852725,0.7002070472596552
31,0.99202,0.8488,0.024375348391008154,0.7425326387496135
32,0.99186,0.845,0.025111064918758343,0.7598997663837462
33,0.99172,0.8539,0.025132300333240664,0.7415194271359974
